51300060844,dec,213,91
51300079710,bee,32,146
51300106543,ddg,235,226
51300115939,aga,163,109
51300119359,gbb,86,167
51300214630,dec,173,83
51300216375,cca,164,83
51300266259,efe,204,105
51300269391,cdc,62,94
51300285709,efd,94,255
51300310877,cga,152,121
51300421928,cgf,214,257
51300434865,adf,202,299
51300458488,egb,244,129
51300523392,ebe,283,299
51300547888,dda,240,283
51300568326,cee,28,259
51300593072,efb,281,199
51300595678,gcb,241,85
51300630136,fbf,85,237
51300641781,bgd,6,283
51300688536,bdg,24,102
51300737161,eff,134,268
51300790967,aec,144,158
51300795284,bde,132,10
51300808248,dfa,97,271
51300835232,afg,268,102
51300877472,adf,273,248
51300882008,cag,47,54
51300903343,cea,96,294
51300937349,efa,165,96
51300952114,cgf,29,226
51300977732,cff,155,223
51300983066,gbd,90,198
51301001930,cdb,261,107
51301005227,dcg,292,117
51301026624,geb,1,62
51301128614,abc,40,208
51301139140,aec,93,148
51301159282,gce,116,222
51301209434,age,226,111
51301220407,bga,159,21
51301235669,fag,170,179
51301248720,cdf,193,280
51301264524,beg,153,97
51301289042,cef,79,206
51301289894,gcb,281,99
51301330043,egd,159,20
51301389759,aaf,167,141
51301400115,afa,146,84
51301403144,eaf,176,109
51301418522,gda,79,214
51301562885,fea,273,121
51301579513,cda,125,56
51301633162,ada,97,284
51301635019,bab,294,129
51301656162,ddc,183,43
51301666827,eee,67,249
51301675027,bbf,132,20
51301691966,bbc,293,113
51301768044,gaa,147,248
51301779162,agg,108,242
51301820807,ggd,96,197
51301833945,bae,274,42
51301866162,add,137,96
51301876270,gcf,290,293
51301899500,ggf,104,55
51301905052,dbe,223,198
51301923866,dfe,105,258
51301966761,dea,283,180
51301986907,fgd,33,291
51301995664,bea,120,243
51302038546,bbb,91,90
51302039990,acf,162,149
51302048535,bbc,286,97
51302062415,dcd,106,26
51302090544,dfg,251,52
51302128571,adg,60,89
51302157168,dda,192,294
51302163522,caf,67,38
51302165057,agb,268,259
51302177222,gea,203,48
51302242388,dgg,235,166
51302251674,gac,107,160
51302257289,gcb,19,83
51302292202,caf,142,32
51302335912,bac,247,83
51302337274,fgc,208,122
51302337749,agf,234,19
51302357565,gfa,146,20
51302454567,dfd,189,31
51302475164,cea,81,302
51302477917,ece,68,175
51302516829,gdf,83,285
51302565822,aeg,24,127
51302592915,fab,146,46
51302622510,bad,26,56
51302651132,gbg,261,7
51302654323,gde,14,34
51302658470,aeg,278,138
51302670177,ged,85,122
51302726236,fcf,246,146
51302733462,afc,147,52
51302789672,bee,122,119
51302816519,cee,240,274
51302847185,gec,104,109
51302891767,fdg,247,278
51302919439,ecc,132,146
51302929510,fba,238,269
51302945561,cfd,44,8
51302965900,efc,58,278
51303007125,ggd,8,212
51303023574,fbd,95,85
51303042901,ddd,162,226
51303046993,eae,120,58
51303077330,egb,74,135
51303086650,bed,56,72
51303101489,ega,40,206
51303122187,gbe,201,223
51303124362,dca,202,192
51303159617,fgb,125,226
51303179672,ffe,281,242
51303183148,feg,18,246
51303190902,bdg,142,88
51303198814,dce,221,250
51303222204,fgc,96,106
51303223911,eba,219,103
51303225010,ceg,40,187
51303245327,bca,235,176
51303245721,ebd,184,295
51303250816,gdf,46,319
51303265608,fbg,293,53
51303352766,bgc,58,44
51303369774,gca,16,120
51303375806,fef,296,197
51303378625,eac,241,10
51303396799,cdd,81,118
51303403944,gfc,8,281
51303406505,cgb,139,184
51303420796,dfe,115,263
51303433973,bba,130,11
51303448806,fgf,25,29
51303477338,cba,201,216
51303486011,dcf,120,254
51303486750,aba,71,224
51303497568,ddb,10,183
51303583438,bgb,162,26
51303590523,cgc,76,298
51303596355,ceb,110,250
51303604854,add,40,98
51303614748,cfc,239,247
51303646235,bdd,163,229
51303652521,ggc,193,141
51303652701,ace,273,36
51303664694,ggg,126,283
51303669681,ddc,191,36
51303687020,bbf,255,21
51303699149,feg,109,275
51303700011,abg,132,182
51303736782,bce,283,195
51303762904,daa,260,196
51303813626,cgd,62,150
51303841749,eba,258,120
51303844697,dfg,12,55
51303972333,agf,233,16
51303984488,ffg,170,231
51304019495,ffb,53,265
51304052381,gfe,169,277
51304059113,abb,89,157
51304085155,acb,26,254
51304091447,adc,148,127
51304105533,afe,277,200
51304147179,gga,29,190
51304155124,dag,247,5
51304195092,faf,71,8
51304197325,dec,284,78
51304209933,eac,113,8
51304290841,aad,10,253
51304298684,gcf,203,307
51304310368,ece,44,199
51304337328,fbe,264,142
51304347979,fcb,190,43
51304351746,gbb,246,145
51304371955,cac,52,195
51304384771,gba,91,133
51304467573,bec,28,71
51304503274,cab,250,60
51304520901,eab,120,240
51304536450,fef,141,177
51304536522,dgg,211,169
51304544336,aaa,132,198
51304560343,eef,25,263
51304571255,edc,104,132
51304571407,acd,282,240
51304585190,dgb,292,262
51304591007,dfc,242,154
51304597230,fed,34,230
51304684555,cbc,5,68
51304698515,fce,271,167
51304720472,bfb,188,91
51304734512,bdd,122,251
51304761936,aac,89,93
51304815648,abd,142,158
51304817157,gdg,196,157
51304820086,ebb,222,167
51304821931,agc,45,56
51304845821,feb,275,289
51304849057,afb,170,202
51304860131,egg,11,129
51304864390,dec,7,74
51304883462,cgg,44,109
51304913369,fbc,6,75
51304920855,gae,137,216
51304941632,cca,292,90
51304963281,dfd,137,32
51304984757,gbc,65,142
51305009677,aea,216,12
51305012271,abb,232,146
51305024964,ggd,140,241
51305026530,cba,223,205
51305033485,bfc,162,90
51305051180,gbc,13,115
51305052156,cfg,101,96
51305053463,cfb,263,39
51305058844,efd,119,249
51305063247,cfg,120,114
51305068569,ead,133,135
51305073859,adg,187,105
51305074469,ffc,40,163
51305097010,beb,113,52
51305117752,eea,116,152
51305131488,edd,185,19
51305132288,cba,6,209
51305157637,bef,87,71
51305173811,dbc,265,21
51305176166,dfa,119,238
51305185458,gae,235,181
51305237053,gbe,222,265
51305251378,bdc,65,234
51305313729,aba,5,217
51305322794,gaf,40,30
51305325131,aeb,223,137
51305337294,bbe,117,11
51305366943,dfg,280,45
51305371659,egg,182,152
51305388104,bbc,87,109
51305414406,ddb,24,164
51305416127,fac,294,117
51305428578,gbf,70,100
51305444555,gfa,120,20
51305448192,dba,155,274
51305503132,bfc,67,93
51305517528,caa,185,160
51305522168,acb,11,223
51305588934,adb,248,9
51305616388,bdb,32,196
51305627164,fcg,43,19
51305630203,fcc,258,127
51305638112,bfa,224,185
51305639099,gdf,54,379
51305672783,adb,38,10
51305682955,bge,60,192
51305700730,ged,285,114
51305752008,ebg,284,79
51305774060,fae,188,236
51305822612,aaf,105,146
51305867283,gff,295,196
51305874566,fde,120,115
51305884398,cga,182,127
51305887003,ede,278,194
51305893979,fac,92,100
51305894622,dgc,146,290
51305897121,cdb,90,103
51305939269,aeg,139,154
51305948464,edd,6,15
51306016710,bbc,12,126
51306021227,aff,170,12
51306029263,gbe,122,230
51306036762,acg,182,112
51306045977,deb,247,261
51306079817,bfc,253,80
51306080825,cda,266,66
51306085639,bea,271,279
51306106119,egb,51,133
51306117531,dea,39,144
51306140458,cbe,158,173
51306168728,afb,4,195
51306203722,dgf,124,238
51306221307,ebb,163,153
51306237125,cbd,41,294
51306243526,eag,161,261
51306249062,cef,104,185
51306301584,bgc,184,36
51306305330,caf,188,35
51306322053,fbc,162,87
51306342099,fde,148,126
51306355083,fad,29,298
51306355380,ffa,170,286
51306358214,ffd,37,85
51306364791,aba,251,227
51306367260,bga,116,21
51306386475,fdg,6,230
51306401456,dbf,61,168
51306403803,dge,208,39
51306414652,dcg,178,101
51306428637,gcb,22,83
51306433089,ccd,232,200
51306443335,ccc,277,133
51306446804,gde,52,32
51306456775,geb,221,55
51306467567,cge,203,114
51306513294,bdf,106,128
51306514894,cfe,59,24
51306524352,bgf,259,16
51306525144,deg,43,182
51306525471,abg,79,198
51306561650,gaf,298,27
51306572742,ecg,234,205
51306584530,ebc,285,74
51306604973,bca,54,156
51306633970,bae,91,47
51306650257,egd,105,19
51306658541,cde,135,101
51306663421,dbg,289,141
51306668287,fac,133,94
51306687447,ddg,61,189
51306702277,edc,169,142
51306713520,bag,295,238
51306761325,gbf,90,98
51306776765,gec,134,110
51306787962,ffa,227,271
51306793324,aag,42,22
51306814651,eca,274,124
51306816976,bcg,269,23
51306818620,agg,118,196
51306849466,adf,239,275
51306849667,eca,110,135
51306898384,gfd,64,118
51306899076,cgf,92,198
51306954089,cff,241,218
51306960729,ade,192,164
51307036417,cbg,146,269
51307047098,egc,270,111
51307055714,ecb,280,104
51307062865,dea,207,164
51307063459,aga,256,91
51307073991,ebf,23,6
51307088068,ege,57,128
51307137782,cdf,226,238
51307138448,cge,268,134
51307155568,edd,109,12
51307159041,cec,53,290
51307168781,ece,280,183
51307169112,cbb,3,79
51307182635,cfa,83,94
51307192009,eec,11,289
51307245853,abf,111,290
51307258133,gbb,63,147
51307296231,bfg,165,28
51307324474,gea,32,51
51307359464,ceg,199,173
51307361214,fdf,56,107
51307370313,dcf,209,208
51307372410,cca,91,94
51307413150,fgg,76,143
51307437052,cbe,182,160
51307442222,ecf,74,291
51307447279,fdc,68,110
51307466199,dad,92,246
51307474444,ggf,198,55
51307494633,bgg,281,283
51307510941,dgg,152,194
51307520694,gdb,292,58
51307522728,dgb,193,290
51307534358,eeg,15,251
51307549003,dfg,66,45
51307562876,ega,218,245
51307570718,efe,152,99
51307571104,bae,71,41
51307583482,fbg,147,60
51307587800,efg,141,222
51307601862,gag,42,85
51307632082,bee,274,135
51307654513,cgb,184,209
51307655038,aaf,80,118
51307661398,gbd,146,199
51307666414,fge,132,158
51307673883,cbe,1,129
51307675243,dcc,207,85
51307696635,gdg,122,147
51307697764,daf,152,53
51307701096,bfb,78,78
51307709210,ged,2,131
51307721418,edc,92,164
51307733081,dag,242,5
51307742690,cec,221,272
51307768545,abd,15,186
51307780884,adf,148,316
51307804839,bfd,220,185
51307812087,fbb,277,98
51307815809,fdb,95,47
51307818059,ccb,59,184
51307826747,fed,113,262
51307828450,cce,243,65
51307847231,dab,239,124
51307850219,bbd,157,272
51307858108,bcb,70,281
51307863936,gdc,228,296
51307882635,gef,29,95
51307893546,gdf,70,314
51307900116,dgc,96,240
51307911846,cea,38,323
51307923506,gec,280,127
51307938358,cgg,166,92
51307971777,dae,272,207
51307977453,dfc,88,138
51307980211,ece,237,166
51307982708,cad,71,122
51307996499,eff,292,227
51308007230,efe,123,88
51308008667,dbd,287,9
51308014467,ecg,280,239
51308030697,ded,25,171
51308042402,ffg,98,198
51308075601,edg,227,113
51308079355,gad,16,276
51308079794,cfe,19,22
51308081215,cba,53,181
51308085720,bde,29,9
51308087525,aca,58,35
51308114432,dfb,180,140
