51440740471,bdf,101,124
51440741753,bea,222,345
51440782026,fca,167,160
51440802830,cce,66,89
51440849537,agg,249,152
51440854991,aac,198,104
51440891447,bce,282,343
51440912549,fbb,288,37
51440922240,ddc,118,31
51440948158,ddd,236,92
51440953392,dfa,235,63
51440956260,bcd,222,162
51440964985,feb,39,98
51440970640,gdf,198,44
51440984409,gcg,160,784
51440985020,gdc,100,106
51440993630,gfc,278,460
51441001246,acc,251,57
51441001754,acb,163,47
51441059116,cdc,213,13
51441067782,cee,164,333
51441097291,aga,185,114
51441098293,fgb,22,142
51441110065,gcd,4,135
51441136083,beb,71,8
51441138993,ffb,283,383
51441151472,ecb,5,157
51441176950,gbe,65,304
51441179559,afc,62,99
51441204205,fda,276,26
51441233254,ded,268,234
51441235908,bdg,135,22
51441239587,cea,209,88
51441248745,ccd,115,76
51441277250,cfd,104,5
51441284794,dbe,187,106
51441286296,bea,267,296
51441315424,dgf,97,247
51441321685,eff,74,64
51441328974,cfd,23,5
51441347528,cgc,16,512
51441356764,dde,257,16
51441375329,bbd,197,31
51441388972,feg,12,102
51441399083,fgc,291,74
51441422445,eea,298,31
51441429827,bcc,145,54
51441436196,ega,93,69
51441457349,bcd,185,192
51441487425,fad,46,445
51441497249,dba,93,139
51441515160,add,110,71
51441541153,fga,149,82
51441542153,dcg,102,60
51441554144,cac,148,106
51441576028,eac,209,5
51441602001,edd,162,5
51441605946,abf,149,158
51441638957,cfc,6,76
51441639037,eba,141,86
51441641730,edd,13,5
51441647688,daf,37,16
51441663171,ada,159,144
51441680171,ecd,103,125
51441682846,ebe,37,124
51441693158,cga,219,59
51441695899,ada,42,159
51441700891,agf,226,5
51441704270,bcg,166,6
51441711145,dae,70,67
51441712182,cdd,117,89
51441767073,dcf,56,194
51441780523,cgg,210,108
51441798556,aba,126,96
51441817985,geb,79,15
51441823657,abg,116,130
51441824927,bcf,254,106
51441826635,ggf,272,5
51441839063,dgb,185,322
51441846833,eac,254,5
51441857058,ccb,243,252
51441867732,ggd,98,293
51441883178,bad,197,33
51441895930,bdf,275,128
51442004667,cad,222,102
51442017007,aed,155,378
51442055704,bec,245,45
51442067940,bee,184,93
51442081140,cee,167,279
51442093487,abd,20,73
51442107818,cdg,94,346
51442143941,ccg,244,185
51442145670,dea,271,103
51442154069,fdc,90,71
51442165752,fbd,182,71
51442193148,eeb,42,261
51442200122,caf,287,5
